topic_cluster,locale,country,term,term_role,autocomplete_status,suggestion_count,exact_term_suggested,suggestions,interpretation
"Käytetyn puhelimen tarkistus ja ostaminen","de-DE","Germany","gebrauchtes Android-Smartphone prüfen","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Käytetyn puhelimen tarkistus ja ostaminen","fr-FR","France","vérifier un smartphone Android d’occasion","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Käytetyn puhelimen tarkistus ja ostaminen","es-ES","Spain","comprobar un móvil Android de segunda mano","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Kunnostetut puhelimet","fi-FI","Finland","kunnostettu puhelin","CURRENT_AND_RECOMMENDED","OK","8","YES","kunnostettu puhelin | kunnostettu puhelin kokemuksia | kunnostettu samsung puhelin | k�ytetty kunnostettu puhelin | osta kunnostettu puhelin | kunnostettu android puhelin | telia kunnostettu puhelin | gigantti kunnostettu puhelin","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Kunnostetut puhelimet","sv-SE","Sweden","rekonditionerad telefon","CURRENT_AND_RECOMMENDED","OK","2","YES","rekonditionerad telefon | rekonditionerad telefon betyder","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Kunnostetut puhelimet","nb-NO","Norway","renovert telefon","CURRENT_AND_RECOMMENDED","OK","1","YES","renovert telefon","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Kunnostetut puhelimet","da-DK","Denmark","istandsat telefon","CURRENT_AND_RECOMMENDED","OK","1","YES","istandsat telefon","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Kunnostetut puhelimet","de-DE","Germany","generalüberholtes Smartphone","CURRENT_AND_RECOMMENDED","OK","2","NO","general�berholtes smartphone | general�berholtes smartphone kaufen","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Kunnostetut puhelimet","fr-FR","France","smartphone reconditionné","CURRENT_AND_RECOMMENDED","OK","10","NO","smartphone reconditionn� | smartphone reconditionn� france | smartphone reconditionn� pas cher | smartphone reconditionn� suisse | smartphone reconditionn� samsung | smartphone reconditionn� orange | smartphone reconditionn� fnac | smartphone reconditionn� amazon | smartphone reconditionn� belgique | smartphone reconditionn� boulanger","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Kunnostetut puhelimet","es-ES","Spain","móvil reacondicionado","CURRENT_AND_RECOMMENDED","OK","10","NO","m�vil reacondicionado | m�vil reacondicionado iphone | m�vil reacondicionado que significa | movil reacondicionado media markt | movil reacondicionado samsung | movil reacondicionado el corte ingles | movil reacondicionado barato | m�vil reacondicionado amazon | movil reacondicionado carrefour | movil reacondicionado apple","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Korjaaminen vai vaihtaminen","fi-FI","Finland","korjata vai vaihtaa puhelin","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Korjaaminen vai vaihtaminen","sv-SE","Sweden","reparera eller byta telefon","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Korjaaminen vai vaihtaminen","nb-NO","Norway","reparere eller bytte telefon","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Korjaaminen vai vaihtaminen","da-DK","Denmark","reparere eller udskifte telefonen","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Korjaaminen vai vaihtaminen","de-DE","Germany","Smartphone reparieren oder ersetzen","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Korjaaminen vai vaihtaminen","fr-FR","France","réparer ou remplacer un téléphone","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Korjaaminen vai vaihtaminen","es-ES","Spain","reparar o cambiar el móvil","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kunto","fi-FI","Finland","akun kunto","CURRENT_AND_RECOMMENDED","OK","10","YES","akun kunto | akun kuntotesti | akun kunto android | akun kunto iphone | akun kunto ipad | akun kunto soh | akun kunto samsung | akun kunto j�nnite | akun kunto oneplus | akun kunto prosentteina","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kunto","sv-SE","Sweden","batterihälsa","CURRENT_AND_RECOMMENDED","OK","10","NO","batterih�lsa iphone | batterih�lsa samsung | batterih�lsa | batterih�lsa ipad | batterih�lsa iphone n�r byta | batterih�lsa elbil | batterih�lsa android | batterih�lsa bilbatteri | batterih�lsa windows 11 | batterih�lsa apple watch","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kunto","nb-NO","Norway","batterihelse","CURRENT_AND_RECOMMENDED","OK","10","YES","batterihelse | batterihelsetest | batterihelse iphone | batterihelse ipad | batterihelse elbil | batterihelse tesla | batterihelse samsung | batterihelse apple watch | batterihelse android | batterihelse nissan leaf","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kunto","da-DK","Denmark","batteritilstand","CURRENT_AND_RECOMMENDED","OK","10","YES","batteritilstand iphone | batteritilstand ipad | batteritilstand | batteritilstand samsung | batteritilstand android | batteritilstand ipad pro | batteritilstand elbil | batteritilstand tesla | batteritilstand p� pc | batteritilstand windows","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kunto","de-DE","Germany","Akkuzustand","CURRENT_AND_RECOMMENDED","OK","10","YES","akkuzustand iphone | akkuzustand | akkuzustand samsung | akkuzustand android | akkuzustand iphone pr�fen | akkuzustand ipad | akkuzustand pr�fen | akkuzustand apple watch | akkuzustand xiaomi | akkuzustand laptop pr�fen","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kunto","fr-FR","France","état de la batterie","CURRENT_AND_RECOMMENDED","OK","10","NO","�tat de la batterie | �tat de la batterie ipad ne s'affiche pas | �tat de la batterie samsung | �tat de la batterie windows 10 | �tat de la batterie iphone | �tat de la batterie google pixel | �tat de la batterie ipad | �tat de la batterie pc | �tat de la batterie xiaomi | �tat de la batterie mac","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kunto","es-ES","Spain","estado de la batería","CURRENT_AND_RECOMMENDED","OK","10","NO","estado de la bater�a | estado de la bater�a samsung | estado de la bater�a xiaomi | estado de la bater�a 0 disponible enchufado windows 11 | estado de la bater�a de mi tel�fono | estado de la bater�a laptop | estado de la bater�a motorola | estado de la bater�a ipad | estado de la bater�a android | estado de la bater�a honor","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","fi-FI","Finland","akun kapasiteetti","CONCEPT_COMPONENT","OK","10","YES","akun kapasiteetti | akun kapasiteetti iphone | akun kapasiteetti laskeminen | akun kapasiteetti mittari | akun kapasiteetti android | akun kapasiteetti wh | akun kapasiteetti 85 | akun kapasiteetti kwh | akun kapasiteetti mittaus | akun kapasiteetti pakkasella","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","fi-FI","Finland","lataussykli","CONCEPT_COMPONENT","OK","10","YES","lataussykli | lataussyklien m��r� | lataussykli hybridi | lataussyklien m��r� iphone | akun lataussykli | macbook lataussyklit | mik� on lataussykli | iphone lataussyklit | s�hk�auton lataussykli | s�hk�py�r� lataussykli","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","sv-SE","Sweden","batterikapacitet","CONCEPT_COMPONENT","OK","10","YES","batterikapacitet | batterikapacitet iphone | batterikapacitet elbil | batterikapacitet volvo xc60 | batterikapacitet elcykel | batterikapacitet volvo ex40 | batterikapacitet iphone 13 | batterikapacitet volvo xc40 recharge | batterikapacitet iphone 17 pro max | batterikapacitet iphone 17 pro","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","sv-SE","Sweden","laddningscykel","CONCEPT_COMPONENT","OK","2","NO","laddningscykel batteri | laddningscykel iphone","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","nb-NO","Norway","batterikapasitet","CONCEPT_COMPONENT","OK","10","YES","batterikapasitet | batterikapasitet iphone | batterikapasitet elbil | batterikapasitet formel | batterikapasitet samsung | batterikapasitet elbil kwh | batterikapasitet iphone 13 | batterikapasitet iphone 12 | batterikapasitet apple watch | batterikapasitet iphone 15","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","nb-NO","Norway","ladesyklus","CONCEPT_COMPONENT","OK","10","YES","ladesyklus | ladesykluser iphone | ladesykluser | ladesyklus mac | ladesykluser litium batteri | ladesykluser elbil | ladesyklus macbook | ladesykluser elsykkel | ladesyklus batteri | ladesykluser samsung","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","da-DK","Denmark","batterikapacitet","CONCEPT_COMPONENT","OK","10","YES","batterikapacitet | batterikapacitet iphone | batterikapacitet elbil | batterikapacitet ipad | batterikapacitet apple watch | batterikapacitet iphone 17 | batterikapacitet iphone 13 | batterikapacitet iphone 15 | batterikapacitet iphone 12 | batterikapacitet iphone 16","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","da-DK","Denmark","opladningscyklus","CONCEPT_COMPONENT","OK","1","NO","opladningscyklus iphone","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","de-DE","Germany","Akkukapazität","CONCEPT_COMPONENT","OK","10","NO","akkukapazit�t | akkukapazit�t iphone | akkukapazit�t samsung | akkukapazit�t iphone 17 | akkukapazit�t iphone 15 | akkukapazit�t ipad | akkukapazit�t samsung pr�fen | akkukapazit�t iphone 13 | akkukapazit�t apple watch | akkukapazit�t iphone 17 pro","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","de-DE","Germany","Ladezyklus","CONCEPT_COMPONENT","OK","10","YES","ladezyklus | ladezyklus definition | ladezyklus akku | ladezyklus e auto | ladezyklus iphone | ladezyklus batteriespeicher | ladezyklus handy | ladezyklus pv speicher | ladezyklus batterie | ladezyklus ipad","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","fr-FR","France","capacité de la batterie","CONCEPT_COMPONENT","OK","10","NO","capacit� de la batterie | capacit� de la batterie iphone | capacit� de la batterie iphone 17 pro max | capacit� de la batterie iphone 13 | capacit� de la batterie iphone 16 pro max | capacit� de la batterie iphone 13 pro max | capacit� de la batterie iphone 17 | capacit� de la batterie iphone 14 pro max | capacit� de la batterie nc | capacit� de la batterie iphone 11","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","fr-FR","France","cycle de charge","CONCEPT_COMPONENT","OK","10","YES","cycle de charge iphone | cycle de charge | cycle de charge batterie lithium | cycle de charge batterie iphone | cycle de charge macbook | cycle de charge samsung | cycle de charge batterie samsung | cycle de charge batterie voiture | cycle de charge mac | cycle de charge iphone 13","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","es-ES","Spain","capacidad de la batería","CONCEPT_COMPONENT","OK","10","NO","capacidad de la bater�a | capacidad de la bater�a del iphone 17 pro max | capacidad de la bater�a 5000 mah | capacidad de la bater�a del iphone 13 | capacidad de la bater�a del iphone 15 pro max | capacidad de la bater�a del iphone 11 | capacidad de la bater�a del iphone 17 | capacidad de la bater�a del samsung s25 ultra | capacidad de la bater�a 5 ah | capacidad de la bater�a del iphone 16 pro max","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Akun kapasiteetti ja lataussyklit","es-ES","Spain","ciclo de carga","CONCEPT_COMPONENT","OK","10","YES","ciclo de carga | ciclo de carga iphone | ciclo de carga de una bateria | ciclo de carga y descarga de una bater�a | ciclo de carga macbook | ciclo de carga samsung | ciclo de carga iphone 14 | ciclo de carga iphone 13 | ciclo de carga xiaomi | ciclo de carga iphone 17 pro max","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Nopeasti tyhjenevä akku","fi-FI","Finland","akku tyhjenee nopeasti","CURRENT_AND_RECOMMENDED","OK","10","YES","akku tyhjenee nopeasti | akku tyhjenee nopeasti auto | puhelimen akku tyhjenee nopeasti | samsung akku tyhjenee nopeasti | iphone akku tyhjenee nopeasti | miksi akku tyhjenee nopeasti | ipad akku tyhjenee nopeasti | tietokoneen akku tyhjenee nopeasti | tabletin akku tyhjenee nopeasti | airpods akku tyhjenee nopeasti","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Nopeasti tyhjenevä akku","sv-SE","Sweden","batteriet laddas ur snabbt","CURRENT_AND_RECOMMENDED","OK","6","YES","batteriet laddas ur snabbt | batteriet laddar ur snabbt iphone | batteriet laddar ur snabbt bil | bilbatteriet laddar ur snabbt | batteriet laddas ut snabbt | batteriet laddar ur fort samsung","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Nopeasti tyhjenevä akku","nb-NO","Norway","batteriet tømmes raskt","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Nopeasti tyhjenevä akku","da-DK","Denmark","batteriet aflades hurtigt","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Nopeasti tyhjenevä akku","de-DE","Germany","Akku entlädt sich schnell","CURRENT_AND_RECOMMENDED","OK","10","NO","akku entl�dt sich schnell | akku entl�dt sich schnell samsung | akku entl�dt sich schnell iphone | akku entl�dt sich schnell xiaomi | akku entl�dt sich schnell laptop | akku entl�dt sich schnell �ber nacht | akku entl�dt sich schnell was tun | akku entl�dt sich schnell nach update | akku entl�dt sich schnell iphone 13 | akku entl�dt sich schnell ipad","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Nopeasti tyhjenevä akku","fr-FR","France","batterie qui se décharge vite","CURRENT_AND_RECOMMENDED","OK","10","NO","batterie qui se d�charge vite | batterie qui se d�charge vite samsung | batterie qui se d�charge vite iphone | batterie qui se d�charge vite voiture | batterie qui se d�charge vite moto | batterie qui se d�charge vite t�l�phone | batterie qui se d�charge vite apr�s changement �cran | batterie qui se d�charge vite ordinateur portable | batterie qui se d�charge vite xiaomi | batterie qui se decharge vite ios 26","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Nopeasti tyhjenevä akku","es-ES","Spain","la batería se agota rápido","CURRENT_AND_RECOMMENDED","OK","8","NO","la bater�a se agota r�pido | porque la bater�a se agota r�pido | la bater�a de mi celular se agota r�pido | la bateria del iphone se agota rapido | por qu� la bater�a se agota tan r�pido | la bater�a de mi samsung se agota muy r�pido | porque la bater�a de mi celular se agota r�pido | por qu� la bater�a del celular se agota r�pido","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Puhelin ei lataudu","fi-FI","Finland","puhelin ei lataudu","CURRENT_AND_RECOMMENDED","OK","10","YES","puhelin ei lataudu | puhelin ei lataudu kunnolla | puhelin ei lataudu t�yteen | puhelin ei lataudu samsung | puhelin ei lataudu iphone | miksi puhelin ei lataudu | kun puhelin ei lataudu | uusi puhelin ei lataudu | puhelin akku ei lataudu | android puhelin ei lataudu","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Puhelin ei lataudu","sv-SE","Sweden","telefonen laddar inte","CURRENT_AND_RECOMMENDED","OK","10","YES","telefonen laddar inte | telefonen laddar inte iphone | telefonen laddar inte samsung | mobil laddar inte | telefon laddar inte vatten | mobil laddar inte iphone | mobil laddar inte fullt | telefonen startar inte | mobilen laddar inte i bilen | doro telefon laddar inte","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Puhelin ei lataudu","nb-NO","Norway","telefonen lader ikke","CURRENT_AND_RECOMMENDED","OK","3","YES","telefonen lader ikke | telefonen lader ikke iphone | hvorfor lader telefonen ikke","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Puhelin ei lataudu","da-DK","Denmark","telefonen vil ikke lade op","CURRENT_AND_RECOMMENDED","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Puhelin ei lataudu","de-DE","Germany","Smartphone lädt nicht","CURRENT_AND_RECOMMENDED","OK","10","NO","smartphone l�dt nicht | smartphone l�dt nicht mehr | smartphone l�dt nicht richtig | smartphone l�dt nicht im auto | smartphone l�dt nicht mehr schnell | smartphone l�dt nicht mehr bis 100 | smartphone l�dt nicht mehr was tun | smartphone l�dt nicht feuchtigkeit | smartphone l�dt nicht mehr vollst�ndig | smartphone l�dt nicht mehr an steckdose","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Puhelin ei lataudu","fr-FR","France","téléphone qui ne se recharge pas","CURRENT_AND_RECOMMENDED","OK","5","NO","telephone qui ne charge pas | batterie qui ne se recharge pas | iphone qui ne se recharge pas | batterie qui ne se recharge pas en roulant | ipad qui ne se recharge pas","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Puhelin ei lataudu","es-ES","Spain","el móvil no carga","CURRENT_AND_RECOMMENDED","OK","10","NO","el m�vil no carga con ning�n cargador | el m�vil no carga | el m�vil no carga bien | el m�vil no carga ni enciende | el m�vil no carga y no se enciende | el movil no carga la bateria | el m�vil no carga samsung | porque el m�vil no carga | el movil no me carga rapido | el m�vil carga muy lento","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","fi-FI","Finland","latausnopeus","CONCEPT_COMPONENT","OK","10","YES","latausnopeus | latausnopeus testi | latausnopeus s�hk�auto | latausnopeus dna | latausnopeus 22kw | latausnopeus 5c | latausnopeus ja l�hetysnopeus | latausnopeus elisa | latausnopeus laskuri | latausnopeus netti","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","fi-FI","Finland","laturi","CONCEPT_COMPONENT","OK","10","YES","laturi | laturi dna | laturin vapaakytkin | laturi oulun yliopisto | laturi usb c | laturi englanniksi | laturi oulu | laturin hihna | laturin johto | laturin hiilet","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","sv-SE","Sweden","laddningshastighet","CONCEPT_COMPONENT","OK","10","YES","laddningshastighet | laddningshastighet elbil | laddningshastighet km/h | laddningshastighet ex40 | laddningshastighet volvo xc40 | laddningshastighet id4 | laddningshastighet tesla | laddningshastighet polestar 2 | laddningshastighet tesla model y | laddningshastighet polestar 4","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","sv-SE","Sweden","laddare","CONCEPT_COMPONENT","OK","10","YES","laddare | laddare elbil | laddare samsung | laddare iphone | laddare usb c | laddare iphone 17 | laddare apple watch | laddare iphone 16 | laddare elsparkcykel | laddare iphone 15","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","nb-NO","Norway","ladehastighet","CONCEPT_COMPONENT","OK","10","YES","ladehastighet | ladehastighet tesla model y | ladehastighet elbil | ladehastighet skoda enyaq | ladehastighet id 4 | ladehastighet polestar 2 | ladehastighet polestar 4 | ladehastighet byd sealion 7 | ladehastighet volvo ex40 | ladehastighet tesla model y juniper","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","nb-NO","Norway","lader","CONCEPT_COMPONENT","OK","10","YES","lader elbil | lader | lader iphone | lader garmin klokke | lader apple watch | lader til elsparkesykkel | lader iphone 17 | lader samsung | lader usb c | lader iphone 15","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","da-DK","Denmark","opladningshastighed","CONCEPT_COMPONENT","OK","10","YES","opladningshastighed | opladningshastighed elbil | opladningshastighed id 4 | opladningshastighed km/t | opladningshastighed tesla y | opladningshastighed begr�nset af ladestation | opladningshastighed polestar 2 | opladningshastighed skoda enyaq | opladningshastighed begr�nset af ladestation tesla | opladningshastighed iphone","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","da-DK","Denmark","oplader","CONCEPT_COMPONENT","OK","10","YES","oplader til iphone | oplader | oplader til bil | oplader til samsung | oplader usb c | oplader til iphone 17 | oplader til macbook | oplader til garmin ur | oplader iphone | oplader til apple watch","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","de-DE","Germany","Ladegeschwindigkeit","CONCEPT_COMPONENT","OK","10","YES","ladegeschwindigkeit | ladegeschwindigkeit handy | ladegeschwindigkeit e auto | ladegeschwindigkeit tesla model y | ladegeschwindigkeit enyaq 85 | ladegeschwindigkeit iphone | ladegeschwindigkeit skoda enyaq | ladegeschwindigkeit id7 | ladegeschwindigkeit skoda elroq 85 | ladegeschwindigkeit iphone 17 pro","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","de-DE","Germany","Ladegerät","CONCEPT_COMPONENT","OK","10","NO","ladeger�t | ladeger�t autobatterie | ladeger�t handy | ladeger�t usb c | ladeger�t iphone | ladeger�t auto | ladeger�t samsung | ladeger�t f�r batterien | ladeger�t bosch ebike | ladeger�t apple watch","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","fr-FR","France","vitesse de recharge","CONCEPT_COMPONENT","OK","10","YES","vitesse de recharge voiture �lectrique | vitesse de recharge tesla model y | vitesse de recharge renault 5 | vitesse de recharge | vitesse de recharge equinox ev | vitesse de recharge tesla model 3 | vitesse de recharge kia ev4 | vitesse de recharge tesla | vitesse de recharge id4 | vitesse de recharge mg4","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","fr-FR","France","chargeur","CONCEPT_COMPONENT","OK","10","YES","chargeur iphone | chargeur batterie voiture | chargeur | chargeur batterie | chargeur samsung | chargeur rapide iphone | chargeur usb c | chargeur apple | chargeur type c | chargeur voiture electrique","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","es-ES","Spain","velocidad de carga","CONCEPT_COMPONENT","OK","10","YES","velocidad de carga | velocidad de carga y descarga | velocidad de carga de una pagina web | velocidad de carga iphone 17 | velocidad de carga iphone 17 pro max | velocidad de carga s26 ultra | velocidad de carga de internet | velocidad de carga iphone 15 pro max | velocidad de carga s25 ultra | velocidad de carga y descarga de internet","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Laturit ja latausnopeus","es-ES","Spain","cargador","CONCEPT_COMPONENT","OK","10","YES","cargador iphone | cargador portatil | cargador iphone original | cargador tipo c | cargador inalambrico | cargador samsung | cargador | cargador inalambrico iphone | cargador de baterias | cargador samsung original","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ylikuumeneminen ja lämpötila","fi-FI","Finland","ylikuumeneminen","CONCEPT_COMPONENT","OK","10","YES","ylikuumeneminen | ylikuumeneminen ihminen | ylikuumeneminen talous | ylikuumeneminen oireet | ylikuumeneminen englanniksi | talouden ylikuumeneminen | moottorin ylikuumeneminen | kehon ylikuumeneminen | ps5 ylikuumeneminen | puhelimen ylikuumeneminen","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ylikuumeneminen ja lämpötila","fi-FI","Finland","puhelin kuumenee","CONCEPT_COMPONENT","OK","10","YES","puhelin kuumenee | puhelin kuumenee ladatessa | puhelin kuumenee ladattaessa | puhelin kuumenee k�yt�ss� | puhelin kuumenee latauksessa | puhelin kuumenee pelatessa | puhelin kuumenee nopeasti | puhelin kuumenee itsest��n | puhelin kuumenee ja akku tyhjenee | puhelin kuumenee oneplus","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ylikuumeneminen ja lämpötila","sv-SE","Sweden","överhettning","CONCEPT_COMPONENT","OK","10","NO","�verhettningsskydd | �verhettningsskydd varmvattenberedare nibe | �verhettningsskydd varmvattenberedare | �verhettning | �verhettningsskydd elpatron | �verhettningsskydd torktumlare | �verhettningsskydd alde 3020 | �verhettningsskydd nibe eminent | �verhettning kylteknik | �verhettningsskydd spis","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ylikuumeneminen ja lämpötila","sv-SE","Sweden","telefonen blir varm","CONCEPT_COMPONENT","OK","10","YES","telefonen blir varm | telefonen blir varm iphone | telefonen blir varm vid laddning | telefonen blir varm vid anv�ndning | mobiltelefonen blir varm | telefon blir varm och drar batteri | telefon blir varm och drar batteri iphone | telefonen �r varm | mobilen blir varm n�r jag laddar | om telefonen blir varm","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
